Serial,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National
424,28-03-2020,6:00 PM,Chhattisgarh,0,0,6,6,0
425,28-03-2020,6:00 PM,Delhi,6,1,39,38,1
426,28-03-2020,6:00 PM,Goa,0,0,3,3,0
427,28-03-2020,6:00 PM,Gujarat,0,3,45,44,1
428,28-03-2020,6:00 PM,Haryana,12,0,33,19,14
429,28-03-2020,6:00 PM,Himachal Pradesh,0,1,3,3,0
430,28-03-2020,6:00 PM,Jammu and Kashmir,1,1,20,20,0
431,28-03-2020,6:00 PM,Karnataka,3,2,55,55,0
432,28-03-2020,6:00 PM,Kerala,11,0,176,168,8
433,28-03-2020,6:00 PM,Ladakh,3,0,13,13,0
434,28-03-2020,6:00 PM,Madhya Pradesh,0,2,30,30,0
435,28-03-2020,6:00 PM,Maharashtra,25,5,180,177,3
436,28-03-2020,6:00 PM,Manipur,0,0,1,1,0
437,28-03-2020,6:00 PM,Mizoram,0,0,1,1,0
438,28-03-2020,6:00 PM,Odisha,0,0,3,3,0
439,28-03-2020,6:00 PM,Puducherry,0,0,1,1,0
440,28-03-2020,6:00 PM,Punjab,1,1,38,38,0
441,28-03-2020,6:00 PM,Rajasthan,3,0,54,52,2
442,28-03-2020,6:00 PM,Tamil Nadu,2,1,40,34,6
443,28-03-2020,6:00 PM,Telengana,1,0,56,46,10
444,28-03-2020,6:00 PM,Uttarakhand,0,0,5,4,1
445,28-03-2020,6:00 PM,Uttar Pradesh,11,0,55,54,1
446,28-03-2020,6:00 PM,West Bengal,0,1,15,15,0
447,29-03-2020,7:30 PM,Andhra Pradesh,1,0,19,14,5
448,29-03-2020,7:30 PM,Andaman and Nicobar Islands,0,0,9,9,0
449,29-03-2020,7:30 PM,Bihar,0,1,11,9,2
450,29-03-2020,7:30 PM,Chandigarh,0,0,8,8,0
451,29-03-2020,7:30 PM,Chhattisgarh,0,0,7,6,1
452,29-03-2020,7:30 PM,Delhi,6,2,49,38,11
453,29-03-2020,7:30 PM,Goa,0,0,5,2,3
454,29-03-2020,7:30 PM,Gujarat,1,5,58,52,6
455,29-03-2020,7:30 PM,Haryana,17,0,33,19,14
456,29-03-2020,7:30 PM,Himachal Pradesh,0,1,3,3,0
457,29-03-2020,7:30 PM,Jammu and Kashmir,1,2,31,31,0
458,29-03-2020,7:30 PM,Karnataka,5,3,76,76,0
459,29-03-2020,7:30 PM,Kerala,15,1,182,174,8
460,29-03-2020,7:30 PM,Ladakh,3,0,13,13,0
461,29-03-2020,7:30 PM,Madhya Pradesh,0,2,30,30,0
462,29-03-2020,7:30 PM,Maharashtra,25,6,186,183,3
463,29-03-2020,7:30 PM,Manipur,0,0,1,1,0
464,29-03-2020,7:30 PM,Mizoram,0,0,1,1,0
465,29-03-2020,7:30 PM,Odisha,0,0,3,3,0
466,29-03-2020,7:30 PM,Puducherry,0,0,1,1,0
467,29-03-2020,7:30 PM,Punjab,1,1,38,38,0
468,29-03-2020,7:30 PM,Rajasthan,3,0,55,52,3
469,29-03-2020,7:30 PM,Tamil Nadu,4,1,49,43,6
470,29-03-2020,7:30 PM,Telengana,1,1,66,56,10
471,29-03-2020,7:30 PM,Uttarakhand,2,0,7,5,2
472,29-03-2020,7:30 PM,Uttar Pradesh,11,0,65,54,11
473,29-03-2020,7:30 PM,West Bengal,0,1,18,17,1
474,30-03-2020,9:30 PM,Andhra Pradesh,1,0,23,23,0
475,30-03-2020,9:30 PM,Andaman and Nicobar Islands,0,0,9,9,0
476,30-03-2020,9:30 PM,Bihar,0,1,15,15,0
477,30-03-2020,9:30 PM,Chandigarh,0,0,8,8,0
478,30-03-2020,9:30 PM,Chhattisgarh,0,0,7,7,0
479,30-03-2020,9:30 PM,Delhi,6,2,87,86,1
480,30-03-2020,9:30 PM,Goa,0,0,5,4,1
481,30-03-2020,9:30 PM,Gujarat,1,6,69,68,1
482,30-03-2020,9:30 PM,Haryana,18,0,36,22,14
483,30-03-2020,9:30 PM,Himachal Pradesh,0,1,3,3,0
484,30-03-2020,9:30 PM,Jammu and Kashmir,2,2,48,48,0
485,30-03-2020,9:30 PM,Karnataka,5,3,83,83,0
486,30-03-2020,9:30 PM,Kerala,19,1,202,194,8
487,30-03-2020,9:30 PM,Ladakh,3,0,13,13,0
488,30-03-2020,9:30 PM,Madhya Pradesh,0,3,47,47,0
489,30-03-2020,9:30 PM,Maharashtra,25,8,198,195,3
490,30-03-2020,9:30 PM,Manipur,0,0,1,1,0
491,30-03-2020,9:30 PM,Mizoram,0,0,1,1,0
492,30-03-2020,9:30 PM,Odisha,0,0,3,3,0
493,30-03-2020,9:30 PM,Puducherry,0,0,1,1,0
494,30-03-2020,9:30 PM,Punjab,1,1,38,38,0
495,30-03-2020,9:30 PM,Rajasthan,3,0,59,57,2
496,30-03-2020,9:30 PM,Tamil Nadu,4,1,67,61,6
497,30-03-2020,9:30 PM,Telengana,1,1,71,61,10
498,30-03-2020,9:30 PM,Uttarakhand,2,0,7,6,1
499,30-03-2020,9:30 PM,Uttar Pradesh,11,0,82,81,1
500,30-03-2020,9:30 PM,West Bengal,0,1,22,22,0
501,30-03-2020,9:30 PM,,0,0,46,40,6
502,31-03-2020,8:30 PM,Andhra Pradesh,1,0,40,40,0
503,31-03-2020,8:30 PM,Andaman and Nicobar Islands,0,0,10,10,0
504,31-03-2020,8:30 PM,Bihar,0,1,15,15,0
505,31-03-2020,8:30 PM,Chandigarh,0,0,13,13,0
506,31-03-2020,8:30 PM,Chhattisgarh,0,0,8,8,0
507,31-03-2020,8:30 PM,Delhi,6,2,97,96,1
508,31-03-2020,8:30 PM,Goa,0,0,5,4,1
509,31-03-2020,8:30 PM,Gujarat,3,6,73,72,1
510,31-03-2020,8:30 PM,Haryana,21,0,40,26,14
511,31-03-2020,8:30 PM,Himachal Pradesh,0,1,3,3,0
512,31-03-2020,8:30 PM,Jammu and Kashmir,2,2,54,54,0
513,31-03-2020,8:30 PM,Karnataka,5,3,83,83,0
514,31-03-2020,8:30 PM,Kerala,19,1,234,226,8
515,31-03-2020,8:30 PM,Ladakh,3,0,13,13,0
516,31-03-2020,8:30 PM,Madhya Pradesh,0,3,47,47,0
517,31-03-2020,8:30 PM,Maharashtra,39,9,216,213,3
518,31-03-2020,8:30 PM,Manipur,0,0,1,1,0
519,31-03-2020,8:30 PM,Mizoram,0,0,1,1,0
520,31-03-2020,8:30 PM,Odisha,0,0,3,3,0
521,31-03-2020,8:30 PM,Puducherry,0,0,1,1,0
522,31-03-2020,8:30 PM,Punjab,1,3,41,41,0
523,31-03-2020,8:30 PM,Rajasthan,3,0,74,72,2
524,31-03-2020,8:30 PM,Tamil Nadu,4,1,74,68,6
525,31-03-2020,8:30 PM,Telengana,1,1,79,69,10
526,31-03-2020,8:30 PM,Uttarakhand,2,0,7,6,1
527,31-03-2020,8:30 PM,Uttar Pradesh,14,0,101,100,1
528,31-03-2020,8:30 PM,West Bengal,0,2,26,26,0
529,31-03-2020,8:30 PM,Unassigned,0,0,38,38,0
530,01-04-2020,7:30 PM,Andhra Pradesh,1,0,83,83,0
531,01-04-2020,7:30 PM,Andaman and Nicobar Islands,0,0,10,10,0
532,01-04-2020,7:30 PM,Assam,0,0,1,1,0
533,01-04-2020,7:30 PM,Bihar,0,1,23,23,0
534,01-04-2020,7:30 PM,Chandigarh,0,0,16,13,3
535,01-04-2020,7:30 PM,Chhattisgarh,2,0,9,9,0
536,01-04-2020,7:30 PM,Delhi,6,2,152,149,3
537,01-04-2020,7:30 PM,Goa,0,0,5,4,1
538,01-04-2020,7:30 PM,Gujarat,5,6,82,73,9
539,01-04-2020,7:30 PM,Haryana,21,0,43,29,14
540,01-04-2020,7:30 PM,Himachal Pradesh,0,1,3,3,0
541,01-04-2020,7:30 PM,Jammu and Kashmir,2,2,62,55,7
542,01-04-2020,7:30 PM,Jharkhand,0,0,1,1,0
543,01-04-2020,7:30 PM,Karnataka,8,3,101,101,0
544,01-04-2020,7:30 PM,Kerala,23,2,241,233,8
545,01-04-2020,7:30 PM,Ladakh,3,0,13,13,0
546,01-04-2020,7:30 PM,Madhya Pradesh,0,3,66,66,0
547,01-04-2020,7:30 PM,Maharashtra,39,9,302,299,3
548,01-04-2020,7:30 PM,Manipur,0,0,1,1,0
549,01-04-2020,7:30 PM,Mizoram,0,0,1,1,0
550,01-04-2020,7:30 PM,Odisha,0,0,4,4,0
551,01-04-2020,7:30 PM,Puducherry,1,0,3,3,0
552,01-04-2020,7:30 PM,Punjab,1,3,42,41,1
553,01-04-2020,7:30 PM,Rajasthan,3,0,93,91,2
554,01-04-2020,7:30 PM,Tamil Nadu,6,1,234,228,6
555,01-04-2020,7:30 PM,Telengana,1,3,96,86,10
556,01-04-2020,7:30 PM,Uttarakhand,2,0,7,6,1
557,01-04-2020,7:30 PM,Uttar Pradesh,14,2,103,102,1
558,01-04-2020,7:30 PM,West Bengal,6,3,37,26,11
559,02-04-2020,6:00 PM,Andhra Pradesh,1,1,86,86,0
560,02-04-2020,6:00 PM,Andaman and Nicobar Islands,0,0,10,10,0
561,02-04-2020,6:00 PM,Assam,0,0,5,1,4
562,02-04-2020,6:00 PM,Bihar,0,1,24,23,1
563,02-04-2020,6:00 PM,Chandigarh,0,0,16,16,0
564,02-04-2020,6:00 PM,Chhattisgarh,2,0,9,9,0
565,02-04-2020,6:00 PM,Delhi,8,4,219,209,10
566,02-04-2020,6:00 PM,Goa,0,0,5,4,1
567,02-04-2020,6:00 PM,Gujarat,8,7,87,81,6
568,02-04-2020,6:00 PM,Haryana,21,0,43,29,14
569,02-04-2020,6:00 PM,Himachal Pradesh,1,1,3,3,0
570,02-04-2020,6:00 PM,Jammu and Kashmir,2,2,62,62,0
571,02-04-2020,6:00 PM,Jharkhand,0,0,1,1,0
572,02-04-2020,6:00 PM,Karnataka,9,3,110,110,0
573,02-04-2020,6:00 PM,Kerala,25,2,265,257,8
574,02-04-2020,6:00 PM,Ladakh,3,0,13,13,0
575,02-04-2020,6:00 PM,Madhya Pradesh,0,6,99,99,0
576,02-04-2020,6:00 PM,Maharashtra,42,13,335,332,3
577,02-04-2020,6:00 PM,Manipur,0,0,1,1,0
578,02-04-2020,6:00 PM,Mizoram,0,0,1,1,0
579,02-04-2020,6:00 PM,Odisha,0,0,4,4,0
580,02-04-2020,6:00 PM,Puducherry,1,0,3,3,0
581,02-04-2020,6:00 PM,Punjab,1,4,46,46,0
582,02-04-2020,6:00 PM,Rajasthan,3,0,108,106,2
583,02-04-2020,6:00 PM,Tamil Nadu,6,1,234,228,6
584,02-04-2020,6:00 PM,Telengana,1,3,107,97,10
585,02-04-2020,6:00 PM,Uttarakhand,2,0,7,6,1
586,02-04-2020,6:00 PM,Uttar Pradesh,14,2,113,112,1
587,02-04-2020,6:00 PM,West Bengal,6,3,53,53,0
588,03-04-2020,6:00 PM,Andhra Pradesh,1,1,132,132,0
589,03-04-2020,6:00 PM,Andaman and Nicobar Islands,0,0,10,10,0
590,03-04-2020,6:00 PM,Arunachal Pradesh,0,0,1,1,0
591,03-04-2020,6:00 PM,Assam,0,0,16,16,0
592,03-04-2020,6:00 PM,Bihar,0,1,29,29,0
593,03-04-2020,6:00 PM,Chandigarh,0,0,18,18,0
594,03-04-2020,6:00 PM,Chhattisgarh,3,0,9,9,0
595,03-04-2020,6:00 PM,Delhi,8,4,219,218,1
596,03-04-2020,6:00 PM,Goa,0,0,6,5,1
597,03-04-2020,6:00 PM,Gujarat,10,8,95,94,1
598,03-04-2020,6:00 PM,Haryana,24,0,49,35,14
599,03-04-2020,6:00 PM,Himachal Pradesh,1,1,6,6,0
600,03-04-2020,6:00 PM,Jammu and Kashmir,3,2,75,75,0
601,03-04-2020,6:00 PM,Jharkhand,0,0,2,2,0
602,03-04-2020,6:00 PM,Karnataka,10,3,124,124,0
603,03-04-2020,6:00 PM,Kerala,27,2,286,278,8
604,03-04-2020,6:00 PM,Ladakh,3,0,14,14,0
605,03-04-2020,6:00 PM,Madhya Pradesh,0,6,104,104,0
606,03-04-2020,6:00 PM,Maharashtra,42,16,335,332,3
607,03-04-2020,6:00 PM,Manipur,0,0,2,2,0
608,03-04-2020,6:00 PM,Mizoram,0,0,1,1,0
609,03-04-2020,6:00 PM,Odisha,0,0,5,5,0
610,03-04-2020,6:00 PM,Puducherry,1,0,5,5,0
611,03-04-2020,6:00 PM,Punjab,1,5,48,48,0
612,03-04-2020,6:00 PM,Rajasthan,3,0,167,165,2
613,03-04-2020,6:00 PM,Tamil Nadu,6,1,309,303,6
614,03-04-2020,6:00 PM,Telengana,1,7,158,148,10
615,03-04-2020,6:00 PM,Uttarakhand,2,0,10,9,1
616,03-04-2020,6:00 PM,Uttar Pradesh,14,2,172,171,1
617,03-04-2020,6:00 PM,West Bengal,3,3,63,63,0
618,03-04-2020,6:00 PM,Unassigned,0,0,77,77,0
619,04-04-2020,6:00 PM,Andhra Pradesh,1,1,161,161,0
620,04-04-2020,6:00 PM,Andaman and Nicobar Islands,0,0,10,10,0
621,04-04-2020,6:00 PM,Arunachal Pradesh,0,0,1,1,0
622,04-04-2020,6:00 PM,Assam,0,0,24,24,0
623,04-04-2020,6:00 PM,Bihar,0,1,30,30,0
624,04-04-2020,6:00 PM,Chandigarh,0,0,18,18,0
625,04-04-2020,6:00 PM,Chhattisgarh,3,0,9,9,0
626,04-04-2020,6:00 PM,Delhi,15,6,445,444,1
627,04-04-2020,6:00 PM,Goa,0,0,7,6,1
628,04-04-2020,6:00 PM,Gujarat,14,10,105,104,1
629,04-04-2020,6:00 PM,Haryana,24,0,49,35,14
630,04-04-2020,6:00 PM,Himachal Pradesh,1,1,6,6,0
631,04-04-2020,6:00 PM,Jammu and Kashmir,3,2,75,75,0
632,04-04-2020,6:00 PM,Jharkhand,0,0,2,2,0
633,04-04-2020,6:00 PM,Karnataka,12,3,128,128,0
634,04-04-2020,6:00 PM,Kerala,41,2,295,287,8
635,04-04-2020,6:00 PM,Ladakh,3,0,14,14,0
636,04-04-2020,6:00 PM,Madhya Pradesh,0,6,104,104,0
637,04-04-2020,6:00 PM,Maharashtra,42,24,490,487,3
638,04-04-2020,6:00 PM,Manipur,0,0,2,2,0
639,04-04-2020,6:00 PM,Mizoram,0,0,1,1,0
640,04-04-2020,6:00 PM,Odisha,0,0,5,5,0
641,04-04-2020,6:00 PM,Puducherry,1,0,5,5,0
642,04-04-2020,6:00 PM,Punjab,1,5,57,57,0
643,04-04-2020,6:00 PM,Rajasthan,21,0,200,198,2
644,04-04-2020,6:00 PM,Tamil Nadu,6,2,411,405,6
645,04-04-2020,6:00 PM,Telengana,1,7,159,149,10
646,04-04-2020,6:00 PM,Uttarakhand,2,0,16,15,1
647,04-04-2020,6:00 PM,Uttar Pradesh,19,2,174,173,1
648,04-04-2020,6:00 PM,West Bengal,3,3,69,69,0
649,05-04-2020,6:00 PM,Andhra Pradesh,1,1,190,190,0
650,05-04-2020,6:00 PM,Andaman and Nicobar Islands,0,0,10,10,0
651,05-04-2020,6:00 PM,Arunachal Pradesh,0,0,1,1,0
652,05-04-2020,6:00 PM,Assam,0,0,26,26,0
653,05-04-2020,6:00 PM,Bihar,0,1,30,30,0
654,05-04-2020,6:00 PM,Chandigarh,0,0,18,18,0
655,05-04-2020,6:00 PM,Chhattisgarh,3,0,9,9,0
656,05-04-2020,6:00 PM,Delhi,18,7,503,502,1
657,05-04-2020,6:00 PM,Goa,0,0,7,6,1
658,05-04-2020,6:00 PM,Gujarat,18,11,122,121,1
659,05-04-2020,6:00 PM,Haryana,25,1,59,45,14
660,05-04-2020,6:00 PM,Himachal Pradesh,1,1,6,6,0
661,05-04-2020,6:00 PM,Jammu and Kashmir,4,2,106,106,0
662,05-04-2020,6:00 PM,Jharkhand,0,0,3,3,0
663,05-04-2020,6:00 PM,Karnataka,12,4,144,144,0
664,05-04-2020,6:00 PM,Kerala,49,2,306,298,8
665,05-04-2020,6:00 PM,Ladakh,10,0,14,14,0
666,05-04-2020,6:00 PM,Madhya Pradesh,0,9,165,165,0
667,05-04-2020,6:00 PM,Maharashtra,42,24,490,487,3
668,05-04-2020,6:00 PM,Manipur,0,0,2,2,0
669,05-04-2020,6:00 PM,Mizoram,0,0,1,1,0
670,05-04-2020,6:00 PM,Odisha,0,0,20,20,0
671,05-04-2020,6:00 PM,Puducherry,1,0,5,5,0
672,05-04-2020,6:00 PM,Punjab,1,5,57,57,0
673,05-04-2020,6:00 PM,Rajasthan,21,0,200,198,2
674,05-04-2020,6:00 PM,Tamil Nadu,6,3,485,479,6
675,05-04-2020,6:00 PM,Telengana,32,7,269,259,10
676,05-04-2020,6:00 PM,Uttarakhand,2,0,22,21,1
677,05-04-2020,6:00 PM,Uttar Pradesh,19,2,227,226,1
678,05-04-2020,6:00 PM,West Bengal,10,3,80,80,0
679,06-04-2020,6:00 PM,Andhra Pradesh,1,3,226,226,0
680,06-04-2020,6:00 PM,Andaman and Nicobar Islands,0,0,10,10,0
681,06-04-2020,6:00 PM,Arunachal Pradesh,0,0,1,1,0
682,06-04-2020,6:00 PM,Assam,0,0,26,26,0
683,06-04-2020,6:00 PM,Bihar,0,1,32,32,0
684,06-04-2020,6:00 PM,Chandigarh,0,0,18,18,0
685,06-04-2020,6:00 PM,Chhattisgarh,8,0,10,10,0
686,06-04-2020,6:00 PM,Delhi,19,7,523,520,3
687,06-04-2020,6:00 PM,Goa,0,0,7,4,3
688,06-04-2020,6:00 PM,Gujarat,22,12,144,141,3
689,06-04-2020,6:00 PM,Haryana,25,1,84,68,16
690,06-04-2020,6:00 PM,Himachal Pradesh,2,1,13,13,0
691,06-04-2020,6:00 PM,Jammu and Kashmir,4,2,109,109,0
692,06-04-2020,6:00 PM,Jharkhand,0,0,4,4,0
693,06-04-2020,6:00 PM,Karnataka,12,4,151,151,0
694,06-04-2020,6:00 PM,Kerala,55,2,314,304,10
695,06-04-2020,6:00 PM,Ladakh,10,0,14,14,0
696,06-04-2020,6:00 PM,Madhya Pradesh,0,9,165,165,0
697,06-04-2020,6:00 PM,Maharashtra,56,45,748,743,5
698,06-04-2020,6:00 PM,Manipur,0,0,2,2,0
699,06-04-2020,6:00 PM,Mizoram,0,0,1,1,0
700,06-04-2020,6:00 PM,Odisha,2,0,21,21,0
701,06-04-2020,6:00 PM,Puducherry,1,0,5,5,0
702,06-04-2020,6:00 PM,Punjab,4,6,76,76,0
703,06-04-2020,6:00 PM,Rajasthan,21,0,274,270,4
704,06-04-2020,6:00 PM,Tamil Nadu,8,5,571,563,8
705,06-04-2020,6:00 PM,Telengana,34,7,321,309,12
706,06-04-2020,6:00 PM,Uttarakhand,4,0,26,25,1
707,06-04-2020,6:00 PM,Uttar Pradesh,21,3,305,304,1
708,06-04-2020,6:00 PM,West Bengal,10,3,80,80,0
709,07-04-2020,6:00 PM,Andhra Pradesh,1,3,266,266,0
710,07-04-2020,6:00 PM,Andaman and Nicobar Islands,0,0,10,10,0
711,07-04-2020,6:00 PM,Arunachal Pradesh,0,0,1,1,0
712,07-04-2020,6:00 PM,Assam,0,0,26,26,0
713,07-04-2020,6:00 PM,Bihar,0,1,32,32,0
714,07-04-2020,6:00 PM,Chandigarh,7,0,18,18,0
715,07-04-2020,6:00 PM,Chhattisgarh,9,0,10,10,0
716,07-04-2020,6:00 PM,Delhi,21,7,576,573,3
717,07-04-2020,6:00 PM,Goa,0,0,7,4,3
718,07-04-2020,6:00 PM,Gujarat,25,13,165,162,3
719,07-04-2020,6:00 PM,Haryana,25,1,90,74,16
720,07-04-2020,6:00 PM,Himachal Pradesh,2,1,13,13,0
721,07-04-2020,6:00 PM,Jammu and Kashmir,4,2,116,116,0
722,07-04-2020,6:00 PM,Jharkhand,0,0,4,4,0
723,07-04-2020,6:00 PM,Karnataka,25,4,175,175,0
724,07-04-2020,6:00 PM,Kerala,58,2,327,317,10
725,07-04-2020,6:00 PM,Ladakh,10,0,14,14,0
726,07-04-2020,6:00 PM,Madhya Pradesh,0,13,229,229,0
727,07-04-2020,6:00 PM,Maharashtra,56,48,868,863,5
728,07-04-2020,6:00 PM,Manipur,0,0,2,2,0
729,07-04-2020,6:00 PM,Mizoram,0,0,1,1,0
730,07-04-2020,6:00 PM,Odisha,2,1,42,42,0
731,07-04-2020,6:00 PM,Puducherry,1,0,5,5,0
732,07-04-2020,6:00 PM,Punjab,4,7,91,91,0
733,07-04-2020,6:00 PM,Rajasthan,21,3,288,284,4
734,07-04-2020,6:00 PM,Tamil Nadu,8,5,621,613,8
735,07-04-2020,6:00 PM,Telengana,35,7,364,352,12
736,07-04-2020,6:00 PM,Tripura,0,0,1,1,0
737,07-04-2020,6:00 PM,Uttarakhand,5,0,31,30,1
738,07-04-2020,6:00 PM,Uttar Pradesh,21,3,305,304,1
739,07-04-2020,6:00 PM,West Bengal,13,3,91,91,0
740,08-04-2020,5:00 PM,Andhra Pradesh,5,4,305,305,0
741,08-04-2020,5:00 PM,Andaman and Nicobar Islands,0,0,10,10,0
742,08-04-2020,5:00 PM,Arunachal Pradesh,0,0,1,1,0
743,08-04-2020,5:00 PM,Assam,0,0,27,27,0
744,08-04-2020,5:00 PM,Bihar,0,1,38,38,0
745,08-04-2020,5:00 PM,Chandigarh,7,0,18,18,0
746,08-04-2020,5:00 PM,Chhattisgarh,9,0,10,10,0
747,08-04-2020,5:00 PM,Delhi,21,9,576,573,3
748,08-04-2020,5:00 PM,Goa,0,0,7,4,3
749,08-04-2020,5:00 PM,Gujarat,25,13,165,162,3
750,08-04-2020,5:00 PM,Haryana,28,3,147,131,16
751,08-04-2020,5:00 PM,Himachal Pradesh,2,1,18,18,0
752,08-04-2020,5:00 PM,Jammu and Kashmir,4,2,116,116,0
753,08-04-2020,5:00 PM,Jharkhand,0,0,4,4,0
754,08-04-2020,5:00 PM,Karnataka,25,4,175,175,0
755,08-04-2020,5:00 PM,Kerala,70,2,336,326,10
756,08-04-2020,5:00 PM,Ladakh,10,0,14,14,0
757,08-04-2020,5:00 PM,Madhya Pradesh,0,13,229,229,0
758,08-04-2020,5:00 PM,Maharashtra,79,64,1018,1013,5
759,08-04-2020,5:00 PM,Manipur,0,0,2,2,0
760,08-04-2020,5:00 PM,Mizoram,0,0,1,1,0
761,08-04-2020,5:00 PM,Odisha,2,1,42,42,0
762,08-04-2020,5:00 PM,Puducherry,1,0,5,5,0
763,08-04-2020,5:00 PM,Punjab,4,7,91,91,0
764,08-04-2020,5:00 PM,Rajasthan,21,3,328,324,4
765,08-04-2020,5:00 PM,Tamil Nadu,19,7,690,682,8
766,08-04-2020,5:00 PM,Telengana,35,7,427,415,12
767,08-04-2020,5:00 PM,Tripura,0,0,1,1,0
768,08-04-2020,5:00 PM,Uttarakhand,5,0,31,30,1
769,08-04-2020,5:00 PM,Uttar Pradesh,26,3,343,342,1
770,08-04-2020,5:00 PM,West Bengal,13,5,99,99,0
771,09-04-2020,5:00 PM,Andhra Pradesh,6,4,348,348,0
772,09-04-2020,5:00 PM,Andaman and Nicobar Islands,0,0,11,11,0
773,09-04-2020,5:00 PM,Arunachal Pradesh,0,0,1,1,0
774,09-04-2020,5:00 PM,Assam,0,0,28,28,0
775,09-04-2020,5:00 PM,Bihar,0,1,39,39,0
776,09-04-2020,5:00 PM,Chandigarh,7,0,18,18,0
777,09-04-2020,5:00 PM,Chhattisgarh,9,0,10,10,0
778,09-04-2020,5:00 PM,Delhi,21,9,669,666,3
779,09-04-2020,5:00 PM,Goa,0,0,7,4,3
780,09-04-2020,5:00 PM,Gujarat,25,16,179,176,3
781,09-04-2020,5:00 PM,Haryana,29,3,169,153,16
782,09-04-2020,5:00 PM,Himachal Pradesh,2,1,18,18,0
783,09-04-2020,5:00 PM,Jammu and Kashmir,4,4,158,158,0
784,09-04-2020,5:00 PM,Jharkhand,0,0,13,13,0
785,09-04-2020,5:00 PM,Karnataka,28,5,181,181,0
786,09-04-2020,5:00 PM,Kerala,83,2,345,335,10
787,09-04-2020,5:00 PM,Ladakh,10,0,14,14,0
788,09-04-2020,5:00 PM,Madhya Pradesh,0,16,259,259,0
789,09-04-2020,5:00 PM,Maharashtra,117,72,1135,1129,6
790,09-04-2020,5:00 PM,Manipur,1,0,2,2,0
791,09-04-2020,5:00 PM,Mizoram,0,0,1,1,0
792,09-04-2020,5:00 PM,Odisha,2,1,42,42,0
793,09-04-2020,5:00 PM,Puducherry,1,0,5,5,0
794,09-04-2020,5:00 PM,Punjab,4,8,101,101,0
795,09-04-2020,5:00 PM,Rajasthan,21,3,383,379,4
796,09-04-2020,5:00 PM,Tamil Nadu,21,8,738,730,8
797,09-04-2020,5:00 PM,Telengana,35,7,442,430,12
798,09-04-2020,5:00 PM,Tripura,0,0,1,1,0
799,09-04-2020,5:00 PM,Uttarakhand,5,0,35,32,3
800,09-04-2020,5:00 PM,Uttar Pradesh,31,4,410,407,3
801,09-04-2020,5:00 PM,West Bengal,16,5,103,103,0
802,10-04-2020,5:00 PM,Andhra Pradesh,7,6,363,363,0
803,10-04-2020,5:00 PM,Andaman and Nicobar Islands,0,0,11,11,0
804,10-04-2020,5:00 PM,Arunachal Pradesh,0,0,1,1,0
805,10-04-2020,5:00 PM,Assam,0,0,29,29,0
806,10-04-2020,5:00 PM,Bihar,0,1,60,60,0
807,10-04-2020,5:00 PM,Chandigarh,7,0,18,18,0
808,10-04-2020,5:00 PM,Chhattisgarh,9,0,10,10,0
809,10-04-2020,5:00 PM,Delhi,25,13,898,895,3
810,10-04-2020,5:00 PM,Goa,1,0,7,4,3
811,10-04-2020,5:00 PM,Gujarat,26,17,241,238,3
812,10-04-2020,5:00 PM,Haryana,29,3,169,153,16
813,10-04-2020,5:00 PM,Himachal Pradesh,6,1,28,28,0
814,10-04-2020,5:00 PM,Jammu and Kashmir,6,4,184,184,0
815,10-04-2020,5:00 PM,Jharkhand,0,1,13,13,0
816,10-04-2020,5:00 PM,Karnataka,30,6,197,197,0
817,10-04-2020,5:00 PM,Kerala,96,2,357,347,10
818,10-04-2020,5:00 PM,Ladakh,10,0,15,15,0
819,10-04-2020,5:00 PM,Madhya Pradesh,0,16,259,259,0
820,10-04-2020,5:00 PM,Maharashtra,125,97,1364,1358,6
821,10-04-2020,5:00 PM,Manipur,1,0,2,2,0
822,10-04-2020,5:00 PM,Mizoram,0,0,1,1,0
823,10-04-2020,5:00 PM,Odisha,2,1,44,44,0
824,10-04-2020,5:00 PM,Puducherry,1,0,5,5,0
825,10-04-2020,5:00 PM,Punjab,5,11,132,132,0
826,10-04-2020,5:00 PM,Rajasthan,21,3,463,459,4
827,10-04-2020,5:00 PM,Tamil Nadu,21,8,834,826,8
828,10-04-2020,5:00 PM,Telengana,35,7,473,461,12
829,10-04-2020,5:00 PM,Tripura,0,0,1,1,0
830,10-04-2020,5:00 PM,Uttarakhand,5,0,35,32,3
831,10-04-2020,5:00 PM,Uttar Pradesh,32,4,431,428,3
832,10-04-2020,5:00 PM,West Bengal,16,5,116,116,0
833,11-04-2020,5:00 PM,Andhra Pradesh,11,6,381,381,0
834,11-04-2020,5:00 PM,Andaman and Nicobar Islands,0,0,11,11,0
835,11-04-2020,5:00 PM,Arunachal Pradesh,0,0,1,1,0
836,11-04-2020,5:00 PM,Assam,0,1,29,29,0
837,11-04-2020,5:00 PM,Bihar,0,1,60,60,0
838,11-04-2020,5:00 PM,Chandigarh,7,0,18,18,0
839,11-04-2020,5:00 PM,Chhattisgarh,9,0,18,18,0
840,11-04-2020,5:00 PM,Delhi,25,14,903,900,3
841,11-04-2020,5:00 PM,Goa,1,0,7,4,3
842,11-04-2020,5:00 PM,Gujarat,31,19,308,305,3
843,11-04-2020,5:00 PM,Haryana,29,3,177,161,16
844,11-04-2020,5:00 PM,Himachal Pradesh,6,1,28,28,0
